time,round_date,date_time,turbidity_clearwell_ntu
05:00:00,2018-08-12,"2018-08-12 05:00:00",0.0300
07:00:00,2018-08-12,"2018-08-12 07:00:00",0.0300
10:00:00,2018-08-12,"2018-08-12 10:00:00",0.0300
14:00:00,2018-08-12,"2018-08-12 14:00:00",0.0300
17:00:00,2018-08-12,"2018-08-12 17:00:00",0.0300
20:00:00,2018-08-12,"2018-08-12 20:00:00",0.0300
23:00:00,2018-08-12,"2018-08-12 23:00:00",0.0400
02:00:00,2018-08-13,"2018-08-13 02:00:00",0.0300
05:00:00,2018-08-13,"2018-08-13 05:00:00",0.0300
08:00:00,2018-08-13,"2018-08-13 08:00:00",0.0400
11:00:00,2018-08-13,"2018-08-13 11:00:00",0.0400
14:00:00,2018-08-13,"2018-08-13 14:00:00",0.0300
16:00:00,2018-08-13,"2018-08-13 16:00:00",0.0400
18:00:00,2018-08-13,"2018-08-13 18:00:00",0.0300
20:00:00,2018-08-13,"2018-08-13 20:00:00",0.0300
23:00:00,2018-08-13,"2018-08-13 23:00:00",0.0300
02:00:00,2018-08-14,"2018-08-14 02:00:00",0.0300
05:00:00,2018-08-14,"2018-08-14 05:00:00",0.0300
08:00:00,2018-08-14,"2018-08-14 08:00:00",0.0400
11:00:00,2018-08-14,"2018-08-14 11:00:00",0.0500
14:00:00,2018-08-14,"2018-08-14 14:00:00",0.0400
16:00:00,2018-08-14,"2018-08-14 16:00:00",0.0300
20:00:00,2018-08-14,"2018-08-14 20:00:00",0.0300
23:00:00,2018-08-14,"2018-08-14 23:00:00",0.0300
02:00:00,2018-08-15,"2018-08-15 02:00:00",0.0300
05:00:00,2018-08-15,"2018-08-15 05:00:00",0.0300
07:00:00,2018-08-15,"2018-08-15 07:00:00",0.0300
10:00:00,2018-08-15,"2018-08-15 10:00:00",0.0300
13:00:00,2018-08-15,"2018-08-15 13:00:00",0.0300
16:00:00,2018-08-15,"2018-08-15 16:00:00",0.0300
20:00:00,2018-08-15,"2018-08-15 20:00:00",0.0300
23:00:00,2018-08-15,"2018-08-15 23:00:00",0.0300
02:00:00,2018-08-16,"2018-08-16 02:00:00",0.0300
05:00:00,2018-08-16,"2018-08-16 05:00:00",0.0300
08:00:00,2018-08-16,"2018-08-16 08:00:00",0.0300
11:00:00,2018-08-16,"2018-08-16 11:00:00",0.0400
14:00:00,2018-08-16,"2018-08-16 14:00:00",0.1600
16:00:00,2018-08-16,"2018-08-16 16:00:00",0.0400
19:00:00,2018-08-16,"2018-08-16 19:00:00",0.0400
21:00:00,2018-08-16,"2018-08-16 21:00:00",0.0300
23:00:00,2018-08-16,"2018-08-16 23:00:00",0.0300
02:00:00,2018-08-17,"2018-08-17 02:00:00",0.0300
05:00:00,2018-08-17,"2018-08-17 05:00:00",0.0300
08:00:00,2018-08-17,"2018-08-17 08:00:00",0.0500
11:00:00,2018-08-17,"2018-08-17 11:00:00",0.0500
14:00:00,2018-08-17,"2018-08-17 14:00:00",0.0400
16:00:00,2018-08-17,"2018-08-17 16:00:00",0.0400
18:00:00,2018-08-17,"2018-08-17 18:00:00",0.0400
20:00:00,2018-08-17,"2018-08-17 20:00:00",0.0400
23:00:00,2018-08-17,"2018-08-17 23:00:00",0.0300
03:00:00,2018-08-18,"2018-08-18 03:00:00",0.0300
05:00:00,2018-08-18,"2018-08-18 05:00:00",0.0400
08:00:00,2018-08-18,"2018-08-18 08:00:00",0.0400
11:00:00,2018-08-18,"2018-08-18 11:00:00",0.0400
14:00:00,2018-08-18,"2018-08-18 14:00:00",0.0400
17:00:00,2018-08-18,"2018-08-18 17:00:00",0.0400
20:00:00,2018-08-18,"2018-08-18 20:00:00",0.0400
23:00:00,2018-08-18,"2018-08-18 23:00:00",0.0400
01:00:00,2018-08-19,"2018-08-19 01:00:00",0.0500
05:00:00,2018-08-19,"2018-08-19 05:00:00",0.0500
08:00:00,2018-08-19,"2018-08-19 08:00:00",0.0500
11:00:00,2018-08-19,"2018-08-19 11:00:00",0.0500
14:00:00,2018-08-19,"2018-08-19 14:00:00",0.0500
17:00:00,2018-08-19,"2018-08-19 17:00:00",0.0500
20:00:00,2018-08-19,"2018-08-19 20:00:00",0.0600
23:00:00,2018-08-19,"2018-08-19 23:00:00",0.0600
01:00:00,2018-08-20,"2018-08-20 01:00:00",0.0600
04:00:00,2018-08-20,"2018-08-20 04:00:00",0.0600
08:00:00,2018-08-20,"2018-08-20 08:00:00",0.0700
11:00:00,2018-08-20,"2018-08-20 11:00:00",0.0800
14:00:00,2018-08-20,"2018-08-20 14:00:00",0.0800
16:00:00,2018-08-20,"2018-08-20 16:00:00",0.0700
19:00:00,2018-08-20,"2018-08-20 19:00:00",0.0700
21:00:00,2018-08-20,"2018-08-20 21:00:00",0.0600
23:00:00,2018-08-20,"2018-08-20 23:00:00",0.0600
01:00:00,2018-08-21,"2018-08-21 01:00:00",0.0500
04:00:00,2018-08-21,"2018-08-21 04:00:00",0.0500
08:00:00,2018-08-21,"2018-08-21 08:00:00",0.0800
11:00:00,2018-08-21,"2018-08-21 11:00:00",0.0700
14:00:00,2018-08-21,"2018-08-21 14:00:00",0.0400
18:00:00,2018-08-21,"2018-08-21 18:00:00",0.0600
20:00:00,2018-08-21,"2018-08-21 20:00:00",0.0700
23:00:00,2018-08-21,"2018-08-21 23:00:00",0.0400
02:00:00,2018-08-22,"2018-08-22 02:00:00",0.0400
05:00:00,2018-08-22,"2018-08-22 05:00:00",0.0400
09:00:00,2018-08-22,"2018-08-22 09:00:00",0.0600
12:00:00,2018-08-22,"2018-08-22 12:00:00",0.0700
15:00:00,2018-08-22,"2018-08-22 15:00:00",0.0500
18:00:00,2018-08-22,"2018-08-22 18:00:00",0.0600
20:00:00,2018-08-22,"2018-08-22 20:00:00",0.0800
23:00:00,2018-08-22,"2018-08-22 23:00:00",0.0700
02:00:00,2018-08-23,"2018-08-23 02:00:00",0.0900
05:00:00,2018-08-23,"2018-08-23 05:00:00",0.1000
08:00:00,2018-08-23,"2018-08-23 08:00:00",0.1300
11:00:00,2018-08-23,"2018-08-23 11:00:00",0.1100
14:00:00,2018-08-23,"2018-08-23 14:00:00",0.0800
15:00:00,2018-08-23,"2018-08-23 15:00:00",0.0500
18:00:00,2018-08-23,"2018-08-23 18:00:00",0.0400
21:00:00,2018-08-23,"2018-08-23 21:00:00",0.0300
23:00:00,2018-08-23,"2018-08-23 23:00:00",0.0300
02:00:00,2018-08-24,"2018-08-24 02:00:00",0.0300
05:00:00,2018-08-24,"2018-08-24 05:00:00",0.0300
08:00:00,2018-08-24,"2018-08-24 08:00:00",0.0300
11:00:00,2018-08-24,"2018-08-24 11:00:00",0.0300
13:00:00,2018-08-24,"2018-08-24 13:00:00",0.0300
15:00:00,2018-08-24,"2018-08-24 15:00:00",0.0300
18:00:00,2018-08-24,"2018-08-24 18:00:00",0.0300
21:00:00,2018-08-24,"2018-08-24 21:00:00",0.0300
23:00:00,2018-08-24,"2018-08-24 23:00:00",0.0300
02:00:00,2018-08-25,"2018-08-25 02:00:00",0.0400
05:00:00,2018-08-25,"2018-08-25 05:00:00",0.0400
08:00:00,2018-08-25,"2018-08-25 08:00:00",0.0300
11:00:00,2018-08-25,"2018-08-25 11:00:00",0.0300
14:00:00,2018-08-25,"2018-08-25 14:00:00",0.0300
17:00:00,2018-08-25,"2018-08-25 17:00:00",0.0300
20:00:00,2018-08-25,"2018-08-25 20:00:00",0.0300
23:00:00,2018-08-25,"2018-08-25 23:00:00",0.0300
02:00:00,2018-08-26,"2018-08-26 02:00:00",0.0300
06:00:00,2018-08-26,"2018-08-26 06:00:00",0.0300
08:00:00,2018-08-26,"2018-08-26 08:00:00",0.0200
11:00:00,2018-08-26,"2018-08-26 11:00:00",0.0200
14:00:00,2018-08-26,"2018-08-26 14:00:00",0.0200
17:00:00,2018-08-26,"2018-08-26 17:00:00",0.0200
20:00:00,2018-08-26,"2018-08-26 20:00:00",0.0300
23:00:00,2018-08-26,"2018-08-26 23:00:00",0.0300
02:00:00,2018-08-27,"2018-08-27 02:00:00",0.0300
05:00:00,2018-08-27,"2018-08-27 05:00:00",0.0300
08:00:00,2018-08-27,"2018-08-27 08:00:00",0.0200
11:00:00,2018-08-27,"2018-08-27 11:00:00",0.0200
14:00:00,2018-08-27,"2018-08-27 14:00:00",0.0200
15:00:00,2018-08-27,"2018-08-27 15:00:00",0.0200
18:00:00,2018-08-27,"2018-08-27 18:00:00",0.0200
21:00:00,2018-08-27,"2018-08-27 21:00:00",0.0200
23:00:00,2018-08-27,"2018-08-27 23:00:00",0.0200
02:00:00,2018-08-28,"2018-08-28 02:00:00",0.0200
06:00:00,2018-08-28,"2018-08-28 06:00:00",0.0200
08:00:00,2018-08-28,"2018-08-28 08:00:00",0.0300
11:00:00,2018-08-28,"2018-08-28 11:00:00",0.0200
14:00:00,2018-08-28,"2018-08-28 14:00:00",0.0200
17:00:00,2018-08-28,"2018-08-28 17:00:00",0.0200
20:00:00,2018-08-28,"2018-08-28 20:00:00",0.0200
23:00:00,2018-08-28,"2018-08-28 23:00:00",0.0200
01:00:00,2018-08-29,"2018-08-29 01:00:00",0.0200
04:00:00,2018-08-29,"2018-08-29 04:00:00",0.0200
08:00:00,2018-08-29,"2018-08-29 08:00:00",0.0200
11:00:00,2018-08-29,"2018-08-29 11:00:00",0.0400
15:00:00,2018-08-29,"2018-08-29 15:00:00",0.0400
18:00:00,2018-08-29,"2018-08-29 18:00:00",0.0300
20:00:00,2018-08-29,"2018-08-29 20:00:00",0.0200
23:00:00,2018-08-29,"2018-08-29 23:00:00",0.0200
02:00:00,2018-08-30,"2018-08-30 02:00:00",0.0200
04:00:00,2018-08-30,"2018-08-30 04:00:00",0.0200
08:00:00,2018-08-30,"2018-08-30 08:00:00",0.0300
11:00:00,2018-08-30,"2018-08-30 11:00:00",0.0200
14:00:00,2018-08-30,"2018-08-30 14:00:00",0.0300
16:00:00,2018-08-30,"2018-08-30 16:00:00",0.0300
18:00:00,2018-08-30,"2018-08-30 18:00:00",0.0300
20:00:00,2018-08-30,"2018-08-30 20:00:00",0.0300
23:00:00,2018-08-30,"2018-08-30 23:00:00",0.0300
01:00:00,2018-08-31,"2018-08-31 01:00:00",0.0300
04:00:00,2018-08-31,"2018-08-31 04:00:00",0.0300
07:00:00,2018-08-31,"2018-08-31 07:00:00",0.0300
10:00:00,2018-08-31,"2018-08-31 10:00:00",0.0300
13:00:00,2018-08-31,"2018-08-31 13:00:00",0.0300
15:00:00,2018-08-31,"2018-08-31 15:00:00",0.0300
17:00:00,2018-08-31,"2018-08-31 17:00:00",0.0300
20:00:00,2018-08-31,"2018-08-31 20:00:00",0.0300
23:00:00,2018-08-31,"2018-08-31 23:00:00",0.0300
02:00:00,2018-09-01,"2018-09-01 02:00:00",0.0300
04:00:00,2018-09-01,"2018-09-01 04:00:00",0.0200
07:00:00,2018-09-01,"2018-09-01 07:00:00",0.0300
10:00:00,2018-09-01,"2018-09-01 10:00:00",0.0200
13:00:00,2018-09-01,"2018-09-01 13:00:00",0.0200
16:00:00,2018-09-01,"2018-09-01 16:00:00",0.0200
20:00:00,2018-09-01,"2018-09-01 20:00:00",0.0200
23:00:00,2018-09-01,"2018-09-01 23:00:00",0.0200
01:00:00,2018-09-02,"2018-09-02 01:00:00",0.0200
04:00:00,2018-09-02,"2018-09-02 04:00:00",0.0200
07:00:00,2018-09-02,"2018-09-02 07:00:00",0.0200
11:00:00,2018-09-02,"2018-09-02 11:00:00",0.0200
14:00:00,2018-09-02,"2018-09-02 14:00:00",0.0200
17:00:00,2018-09-02,"2018-09-02 17:00:00",0.0200
19:00:00,2018-09-02,"2018-09-02 19:00:00",0.0200
23:00:00,2018-09-02,"2018-09-02 23:00:00",0.0200
02:00:00,2018-09-03,"2018-09-03 02:00:00",0.0200
04:00:00,2018-09-03,"2018-09-03 04:00:00",0.0200
07:00:00,2018-09-03,"2018-09-03 07:00:00",0.0200
10:00:00,2018-09-03,"2018-09-03 10:00:00",0.0200
13:00:00,2018-09-03,"2018-09-03 13:00:00",0.0200
16:00:00,2018-09-03,"2018-09-03 16:00:00",0.0200
19:00:00,2018-09-03,"2018-09-03 19:00:00",0.0200
21:00:00,2018-09-03,"2018-09-03 21:00:00",0.0200
23:00:00,2018-09-03,"2018-09-03 23:00:00",0.0200
02:00:00,2018-09-04,"2018-09-04 02:00:00",0.0200
05:00:00,2018-09-04,"2018-09-04 05:00:00",0.0300
08:00:00,2018-09-04,"2018-09-04 08:00:00",0.0200
11:00:00,2018-09-04,"2018-09-04 11:00:00",0.0200
14:00:00,2018-09-04,"2018-09-04 14:00:00",0.0300
17:00:00,2018-09-04,"2018-09-04 17:00:00",0.0300
20:00:00,2018-09-04,"2018-09-04 20:00:00",0.0200
23:00:00,2018-09-04,"2018-09-04 23:00:00",0.0200
02:00:00,2018-09-05,"2018-09-05 02:00:00",0.0300
05:00:00,2018-09-05,"2018-09-05 05:00:00",0.0300
08:00:00,2018-09-05,"2018-09-05 08:00:00",0.0300
11:00:00,2018-09-05,"2018-09-05 11:00:00",0.0200
15:00:00,2018-09-05,"2018-09-05 15:00:00",0.0300
18:00:00,2018-09-05,"2018-09-05 18:00:00",0.0300
21:00:00,2018-09-05,"2018-09-05 21:00:00",0.0300
23:00:00,2018-09-05,"2018-09-05 23:00:00",0.0300
02:00:00,2018-09-06,"2018-09-06 02:00:00",0.0300
05:00:00,2018-09-06,"2018-09-06 05:00:00",0.0200
08:00:00,2018-09-06,"2018-09-06 08:00:00",0.0200
11:00:00,2018-09-06,"2018-09-06 11:00:00",0.0200
13:00:00,2018-09-06,"2018-09-06 13:00:00",0.0200
15:00:00,2018-09-06,"2018-09-06 15:00:00",0.0200
17:00:00,2018-09-06,"2018-09-06 17:00:00",0.0200
19:00:00,2018-09-06,"2018-09-06 19:00:00",0.0200
23:00:00,2018-09-06,"2018-09-06 23:00:00",0.0200
02:00:00,2018-09-07,"2018-09-07 02:00:00",0.0200
05:00:00,2018-09-07,"2018-09-07 05:00:00",0.0300
07:00:00,2018-09-07,"2018-09-07 07:00:00",0.0300
10:00:00,2018-09-07,"2018-09-07 10:00:00",0.0300
13:00:00,2018-09-07,"2018-09-07 13:00:00",0.0300
15:00:00,2018-09-07,"2018-09-07 15:00:00",0.0300
17:00:00,2018-09-07,"2018-09-07 17:00:00",0.0300
19:00:00,2018-09-07,"2018-09-07 19:00:00",0.0300
23:00:00,2018-09-07,"2018-09-07 23:00:00",0.0300
03:00:00,2018-09-08,"2018-09-08 03:00:00",0.0300
05:00:00,2018-09-08,"2018-09-08 05:00:00",0.0300
08:00:00,2018-09-08,"2018-09-08 08:00:00",0.0300
10:00:00,2018-09-08,"2018-09-08 10:00:00",0.0300
13:00:00,2018-09-08,"2018-09-08 13:00:00",0.0300
16:00:00,2018-09-08,"2018-09-08 16:00:00",0.0300
19:00:00,2018-09-08,"2018-09-08 19:00:00",0.0400
23:00:00,2018-09-08,"2018-09-08 23:00:00",0.0300
02:00:00,2018-09-09,"2018-09-09 02:00:00",0.0300
05:00:00,2018-09-09,"2018-09-09 05:00:00",0.0400
08:00:00,2018-09-09,"2018-09-09 08:00:00",0.0300
11:00:00,2018-09-09,"2018-09-09 11:00:00",0.0300
14:00:00,2018-09-09,"2018-09-09 14:00:00",0.0300
17:00:00,2018-09-09,"2018-09-09 17:00:00",0.0300
20:00:00,2018-09-09,"2018-09-09 20:00:00",0.0300
23:00:00,2018-09-09,"2018-09-09 23:00:00",0.0300
02:00:00,2018-09-10,"2018-09-10 02:00:00",0.0300
05:00:00,2018-09-10,"2018-09-10 05:00:00",0.0300
08:00:00,2018-09-10,"2018-09-10 08:00:00",0.0400
11:00:00,2018-09-10,"2018-09-10 11:00:00",0.0300
14:00:00,2018-09-10,"2018-09-10 14:00:00",0.0300
17:00:00,2018-09-10,"2018-09-10 17:00:00",0.0300
19:00:00,2018-09-10,"2018-09-10 19:00:00",0.0300
21:00:00,2018-09-10,"2018-09-10 21:00:00",0.0300
23:00:00,2018-09-10,"2018-09-10 23:00:00",0.0300
02:00:00,2018-09-11,"2018-09-11 02:00:00",0.0300
05:00:00,2018-09-11,"2018-09-11 05:00:00",0.0300
08:00:00,2018-09-11,"2018-09-11 08:00:00",0.0400
10:00:00,2018-09-11,"2018-09-11 10:00:00",0.0300
12:00:00,2018-09-11,"2018-09-11 12:00:00",0.0300
15:00:00,2018-09-11,"2018-09-11 15:00:00",0.0300
20:00:00,2018-09-11,"2018-09-11 20:00:00",0.0300
23:00:00,2018-09-11,"2018-09-11 23:00:00",0.0300
02:00:00,2018-09-12,"2018-09-12 02:00:00",0.0300
05:00:00,2018-09-12,"2018-09-12 05:00:00",0.0300
08:00:00,2018-09-12,"2018-09-12 08:00:00",0.0400
11:00:00,2018-09-12,"2018-09-12 11:00:00",0.0300
14:00:00,2018-09-12,"2018-09-12 14:00:00",0.0300
17:00:00,2018-09-12,"2018-09-12 17:00:00",0.0300
20:00:00,2018-09-12,"2018-09-12 20:00:00",0.0300
23:00:00,2018-09-12,"2018-09-12 23:00:00",0.0300
02:00:00,2018-09-13,"2018-09-13 02:00:00",0.0300
05:00:00,2018-09-13,"2018-09-13 05:00:00",0.0300
08:00:00,2018-09-13,"2018-09-13 08:00:00",0.0300
11:00:00,2018-09-13,"2018-09-13 11:00:00",0.0300
14:00:00,2018-09-13,"2018-09-13 14:00:00",0.0300
17:00:00,2018-09-13,"2018-09-13 17:00:00",0.0300
19:00:00,2018-09-13,"2018-09-13 19:00:00",0.0300
21:00:00,2018-09-13,"2018-09-13 21:00:00",0.0300
23:00:00,2018-09-13,"2018-09-13 23:00:00",0.0300
02:00:00,2018-09-14,"2018-09-14 02:00:00",0.0300
05:00:00,2018-09-14,"2018-09-14 05:00:00",0.0300
08:00:00,2018-09-14,"2018-09-14 08:00:00",0.0300
11:00:00,2018-09-14,"2018-09-14 11:00:00",0.0300
14:00:00,2018-09-14,"2018-09-14 14:00:00",0.0300
16:00:00,2018-09-14,"2018-09-14 16:00:00",0.0300
19:00:00,2018-09-14,"2018-09-14 19:00:00",0.0400
21:00:00,2018-09-14,"2018-09-14 21:00:00",0.0400
23:00:00,2018-09-14,"2018-09-14 23:00:00",0.0300
02:00:00,2018-09-15,"2018-09-15 02:00:00",0.0300
05:00:00,2018-09-15,"2018-09-15 05:00:00",0.0300
08:00:00,2018-09-15,"2018-09-15 08:00:00",0.0300
11:00:00,2018-09-15,"2018-09-15 11:00:00",0.0300
14:00:00,2018-09-15,"2018-09-15 14:00:00",0.0300
17:00:00,2018-09-15,"2018-09-15 17:00:00",0.0300
20:00:00,2018-09-15,"2018-09-15 20:00:00",0.0300
23:00:00,2018-09-15,"2018-09-15 23:00:00",0.0300
02:00:00,2018-09-16,"2018-09-16 02:00:00",0.0300
05:00:00,2018-09-16,"2018-09-16 05:00:00",0.0300
09:00:00,2018-09-16,"2018-09-16 09:00:00",0.0300
12:00:00,2018-09-16,"2018-09-16 12:00:00",0.0300
14:00:00,2018-09-16,"2018-09-16 14:00:00",0.0300
16:00:00,2018-09-16,"2018-09-16 16:00:00",0.0300
20:00:00,2018-09-16,"2018-09-16 20:00:00",0.0300
23:00:00,2018-09-16,"2018-09-16 23:00:00",0.0300
02:00:00,2018-09-17,"2018-09-17 02:00:00",0.0300
05:00:00,2018-09-17,"2018-09-17 05:00:00",0.0300
08:00:00,2018-09-17,"2018-09-17 08:00:00",0.0300
11:00:00,2018-09-17,"2018-09-17 11:00:00",0.0300
14:00:00,2018-09-17,"2018-09-17 14:00:00",0.0300
17:00:00,2018-09-17,"2018-09-17 17:00:00",0.0300
19:00:00,2018-09-17,"2018-09-17 19:00:00",0.0300
21:00:00,2018-09-17,"2018-09-17 21:00:00",0.0300
23:00:00,2018-09-17,"2018-09-17 23:00:00",0.0300
02:00:00,2018-09-18,"2018-09-18 02:00:00",0.0300
05:00:00,2018-09-18,"2018-09-18 05:00:00",0.0300
08:00:00,2018-09-18,"2018-09-18 08:00:00",0.0400
11:00:00,2018-09-18,"2018-09-18 11:00:00",0.0400
14:00:00,2018-09-18,"2018-09-18 14:00:00",0.0400
17:00:00,2018-09-18,"2018-09-18 17:00:00",0.0400
20:00:00,2018-09-18,"2018-09-18 20:00:00",0.0500
23:00:00,2018-09-18,"2018-09-18 23:00:00",0.0500
02:00:00,2018-09-19,"2018-09-19 02:00:00",0.0400
05:00:00,2018-09-19,"2018-09-19 05:00:00",0.0500
08:00:00,2018-09-19,"2018-09-19 08:00:00",0.0500
11:00:00,2018-09-19,"2018-09-19 11:00:00",0.0500
14:00:00,2018-09-19,"2018-09-19 14:00:00",0.0400
17:00:00,2018-09-19,"2018-09-19 17:00:00",0.0400
20:00:00,2018-09-19,"2018-09-19 20:00:00",0.0400
23:00:00,2018-09-19,"2018-09-19 23:00:00",0.0500
02:00:00,2018-09-20,"2018-09-20 02:00:00",0.0500
05:00:00,2018-09-20,"2018-09-20 05:00:00",0.0400
08:00:00,2018-09-20,"2018-09-20 08:00:00",0.0500
11:00:00,2018-09-20,"2018-09-20 11:00:00",0.0500
14:00:00,2018-09-20,"2018-09-20 14:00:00",0.0500
16:00:00,2018-09-20,"2018-09-20 16:00:00",0.0500
18:00:00,2018-09-20,"2018-09-20 18:00:00",0.0500
21:00:00,2018-09-20,"2018-09-20 21:00:00",0.0500
23:00:00,2018-09-20,"2018-09-20 23:00:00",0.0400
02:00:00,2018-09-21,"2018-09-21 02:00:00",0.0400
05:00:00,2018-09-21,"2018-09-21 05:00:00",0.0400
08:00:00,2018-09-21,"2018-09-21 08:00:00",0.0500
11:00:00,2018-09-21,"2018-09-21 11:00:00",0.0400
14:00:00,2018-09-21,"2018-09-21 14:00:00",0.0600
16:00:00,2018-09-21,"2018-09-21 16:00:00",0.0400
18:00:00,2018-09-21,"2018-09-21 18:00:00",0.0400
21:00:00,2018-09-21,"2018-09-21 21:00:00",0.0400
23:00:00,2018-09-21,"2018-09-21 23:00:00",0.0400
02:00:00,2018-09-22,"2018-09-22 02:00:00",0.0300
05:00:00,2018-09-22,"2018-09-22 05:00:00",0.0300
08:00:00,2018-09-22,"2018-09-22 08:00:00",0.0300
11:00:00,2018-09-22,"2018-09-22 11:00:00",0.0300
14:00:00,2018-09-22,"2018-09-22 14:00:00",0.0300
17:00:00,2018-09-22,"2018-09-22 17:00:00",0.0300
20:00:00,2018-09-22,"2018-09-22 20:00:00",0.0300
23:00:00,2018-09-22,"2018-09-22 23:00:00",0.0300
02:00:00,2018-09-23,"2018-09-23 02:00:00",0.0400
05:00:00,2018-09-23,"2018-09-23 05:00:00",0.0300
08:00:00,2018-09-23,"2018-09-23 08:00:00",0.0300
11:00:00,2018-09-23,"2018-09-23 11:00:00",0.0300
14:00:00,2018-09-23,"2018-09-23 14:00:00",0.0300
17:00:00,2018-09-23,"2018-09-23 17:00:00",0.0300
20:00:00,2018-09-23,"2018-09-23 20:00:00",0.0300
23:00:00,2018-09-23,"2018-09-23 23:00:00",0.0300
02:00:00,2018-09-24,"2018-09-24 02:00:00",0.0300
05:00:00,2018-09-24,"2018-09-24 05:00:00",0.0400
08:00:00,2018-09-24,"2018-09-24 08:00:00",0.0300
11:00:00,2018-09-24,"2018-09-24 11:00:00",0.0400
14:00:00,2018-09-24,"2018-09-24 14:00:00",0.0200
16:00:00,2018-09-24,"2018-09-24 16:00:00",0.0300
18:00:00,2018-09-24,"2018-09-24 18:00:00",0.0300
21:00:00,2018-09-24,"2018-09-24 21:00:00",0.0300
23:00:00,2018-09-24,"2018-09-24 23:00:00",0.0300
02:00:00,2018-09-25,"2018-09-25 02:00:00",0.0300
04:00:00,2018-09-25,"2018-09-25 04:00:00",0.0300
07:00:00,2018-09-25,"2018-09-25 07:00:00",0.0300
10:00:00,2018-09-25,"2018-09-25 10:00:00",0.0300
14:00:00,2018-09-25,"2018-09-25 14:00:00",0.0400
17:00:00,2018-09-25,"2018-09-25 17:00:00",0.0400
20:00:00,2018-09-25,"2018-09-25 20:00:00",0.0300
23:00:00,2018-09-25,"2018-09-25 23:00:00",0.0300
01:00:00,2018-09-26,"2018-09-26 01:00:00",0.0300
05:00:00,2018-09-26,"2018-09-26 05:00:00",0.0300
07:00:00,2018-09-26,"2018-09-26 07:00:00",0.0400
10:00:00,2018-09-26,"2018-09-26 10:00:00",0.0300
13:00:00,2018-09-26,"2018-09-26 13:00:00",0.0300
16:00:00,2018-09-26,"2018-09-26 16:00:00",0.0300
20:00:00,2018-09-26,"2018-09-26 20:00:00",0.0300
23:00:00,2018-09-26,"2018-09-26 23:00:00",0.0300
01:00:00,2018-09-27,"2018-09-27 01:00:00",0.0300
05:00:00,2018-09-27,"2018-09-27 05:00:00",0.0300
07:00:00,2018-09-27,"2018-09-27 07:00:00",0.0400
10:00:00,2018-09-27,"2018-09-27 10:00:00",0.0300
13:00:00,2018-09-27,"2018-09-27 13:00:00",0.0300
15:00:00,2018-09-27,"2018-09-27 15:00:00",0.0300
19:00:00,2018-09-27,"2018-09-27 19:00:00",0.0300
21:00:00,2018-09-27,"2018-09-27 21:00:00",0.0300
23:00:00,2018-09-27,"2018-09-27 23:00:00",0.0300
03:00:00,2018-09-28,"2018-09-28 03:00:00",0.0300
05:00:00,2018-09-28,"2018-09-28 05:00:00",0.0300
08:00:00,2018-09-28,"2018-09-28 08:00:00",0.0300
11:00:00,2018-09-28,"2018-09-28 11:00:00",0.0300
14:00:00,2018-09-28,"2018-09-28 14:00:00",0.0200
16:00:00,2018-09-28,"2018-09-28 16:00:00",0.0200
18:00:00,2018-09-28,"2018-09-28 18:00:00",0.0200
20:00:00,2018-09-28,"2018-09-28 20:00:00",0.0200
23:00:00,2018-09-28,"2018-09-28 23:00:00",0.0200
01:00:00,2018-09-29,"2018-09-29 01:00:00",0.0200
04:00:00,2018-09-29,"2018-09-29 04:00:00",0.0200
07:00:00,2018-09-29,"2018-09-29 07:00:00",0.0200
11:00:00,2018-09-29,"2018-09-29 11:00:00",0.0200
14:00:00,2018-09-29,"2018-09-29 14:00:00",0.0200
17:00:00,2018-09-29,"2018-09-29 17:00:00",0.0200
20:00:00,2018-09-29,"2018-09-29 20:00:00",0.0200
23:00:00,2018-09-29,"2018-09-29 23:00:00",0.0200
01:00:00,2018-09-30,"2018-09-30 01:00:00",0.0200
04:00:00,2018-09-30,"2018-09-30 04:00:00",0.0200
07:00:00,2018-09-30,"2018-09-30 07:00:00",0.0200
10:00:00,2018-09-30,"2018-09-30 10:00:00",0.0200
14:00:00,2018-09-30,"2018-09-30 14:00:00",0.0200
17:00:00,2018-09-30,"2018-09-30 17:00:00",0.0300
20:00:00,2018-09-30,"2018-09-30 20:00:00",0.0300
23:00:00,2018-09-30,"2018-09-30 23:00:00",0.0300
02:00:00,2016-09-06,"2016-09-06 02:00:00",0.0300
05:00:00,2016-09-06,"2016-09-06 05:00:00",0.0200
08:00:00,2016-09-06,"2016-09-06 08:00:00",0.0200
11:00:00,2016-09-06,"2016-09-06 11:00:00",0.0200
13:00:00,2016-09-06,"2016-09-06 13:00:00",0.0200
15:00:00,2016-09-06,"2016-09-06 15:00:00",0.0200
17:00:00,2016-09-06,"2016-09-06 17:00:00",0.0200
19:00:00,2016-09-06,"2016-09-06 19:00:00",0.0200
23:00:00,2016-09-06,"2016-09-06 23:00:00",0.0200
01:00:00,2018-10-01,"2018-10-01 01:00:00",0.0300
04:00:00,2018-10-01,"2018-10-01 04:00:00",0.0300
08:00:00,2018-10-01,"2018-10-01 08:00:00",0.0400
11:00:00,2018-10-01,"2018-10-01 11:00:00",0.0400
14:00:00,2018-10-01,"2018-10-01 14:00:00",0.0400
17:00:00,2018-10-01,"2018-10-01 17:00:00",0.0400
19:00:00,2018-10-01,"2018-10-01 19:00:00",0.0400
